date,year,month,season,tmax,tmin,air_frost,rain,sun,station
1870-09-01,1870,9,autumn,18.6,9.7,0,55.9,NA,southampton
1870-10-01,1870,10,autumn,14.7,7.4,1,96.3,NA,southampton
1870-11-01,1870,11,autumn,9.7,3,6,51.9,NA,southampton
1870-12-01,1870,12,winter,4,-1.2,20,85.1,NA,southampton
1871-01-01,1871,1,winter,3.4,-0.8,17,74.1,NA,southampton
1871-02-01,1871,2,winter,8.6,3.8,4,40.4,NA,southampton
1871-03-01,1871,3,spring,11.7,4.2,2,35.4,NA,southampton
1871-04-01,1871,4,spring,13.5,6.3,0,106.6,NA,southampton
1871-05-01,1871,5,spring,16.7,6.5,0,10.9,NA,southampton
1871-06-01,1871,6,summer,17.4,9,0,61.8,NA,southampton
1871-07-01,1871,7,summer,20.4,12.6,0,125.4,NA,southampton
1871-08-01,1871,8,summer,22.9,12.9,0,32.9,NA,southampton
1871-09-01,1871,9,autumn,18.5,10.6,0,116.7,NA,southampton
1871-10-01,1871,10,autumn,14.2,7,0,65.8,NA,southampton
1871-11-01,1871,11,autumn,7.5,1.5,8,19.9,NA,southampton
1871-12-01,1871,12,winter,6.2,0.9,13,64.2,NA,southampton
1872-01-01,1872,1,winter,8.2,2.4,8,175.2,NA,southampton
1872-02-01,1872,2,winter,10.1,5.4,0,60.3,NA,southampton
1872-03-01,1872,3,spring,10.7,4.7,8,75.1,NA,southampton
1872-04-01,1872,4,spring,13.8,5.1,1,36.6,NA,southampton
1872-05-01,1872,5,spring,15,6.3,0,60.7,NA,southampton
1872-06-01,1872,6,summer,18.8,10.3,0,76,NA,southampton
1872-07-01,1872,7,summer,22.8,13.3,0,82.3,NA,southampton
1872-08-01,1872,8,summer,20.9,12,0,35,NA,southampton
1872-09-01,1872,9,autumn,18.4,10.6,0,47.6,NA,southampton
1872-10-01,1872,10,autumn,13.1,6,1,160.1,NA,southampton
1872-11-01,1872,11,autumn,10.4,5.1,1,115.4,NA,southampton
1872-12-01,1872,12,winter,9.1,4.5,4,142,NA,southampton
1873-01-01,1873,1,winter,8.5,4.2,5,130.1,NA,southampton
1873-02-01,1873,2,winter,4.4,0.4,11,73.3,NA,southampton
1873-03-01,1873,3,spring,10.3,3.2,1,78.5,NA,southampton
1873-04-01,1873,4,spring,12.9,4.3,3,27.3,NA,southampton
1873-05-01,1873,5,spring,15.9,6.4,0,31.8,NA,southampton
1873-06-01,1873,6,summer,19.2,10.6,0,57.3,NA,southampton
1873-07-01,1873,7,summer,21.3,12.3,0,58.3,NA,southampton
1873-08-01,1873,8,summer,21.3,12.9,0,66.2,NA,southampton
1873-09-01,1873,9,autumn,17.2,9.4,0,69.3,NA,southampton
1873-10-01,1873,10,autumn,13.5,6.1,4,75.9,NA,southampton
1873-11-01,1873,11,autumn,10.3,5,1,72,NA,southampton
1873-12-01,1873,12,winter,8.5,2.9,7,14.3,NA,southampton
1874-01-01,1874,1,winter,9.3,3.1,5,53.3,NA,southampton
1874-02-01,1874,2,winter,8,1.8,11,52.9,NA,southampton
1874-03-01,1874,3,spring,11,3.5,5,11.7,NA,southampton
1874-04-01,1874,4,spring,14.7,6.1,0,73.9,NA,southampton
1874-05-01,1874,5,spring,16.1,6.1,0,47.1,NA,southampton
1874-06-01,1874,6,summer,19.8,10,0,49.9,NA,southampton
1874-07-01,1874,7,summer,23,12.3,0,32.6,NA,southampton
1874-08-01,1874,8,summer,20.2,11.7,0,60.2,NA,southampton
1874-09-01,1874,9,autumn,18.2,11,0,81.2,NA,southampton
1874-10-01,1874,10,autumn,14.6,8.5,0,131.3,NA,southampton
1874-11-01,1874,11,autumn,10,3.7,7,78.7,NA,southampton
1874-12-01,1874,12,winter,4.4,-1.1,22,118.6,NA,southampton
1875-01-01,1875,1,winter,9.2,4.9,3,118.4,NA,southampton
1875-02-01,1875,2,winter,5.1,-0.3,20,74.7,NA,southampton
1875-03-01,1875,3,spring,8.3,2.5,7,25.6,NA,southampton
1875-04-01,1875,4,spring,12.8,3.9,1,35,NA,southampton
1875-05-01,1875,5,spring,17.5,8,0,44.7,NA,southampton
1875-06-01,1875,6,summer,19.2,10.6,0,72.2,NA,southampton
1875-07-01,1875,7,summer,19.3,11.5,0,115.5,NA,southampton
1875-08-01,1875,8,summer,21,12.7,0,43.3,NA,southampton
1875-09-01,1875,9,autumn,20.3,12.2,0,39.8,NA,southampton
1875-10-01,1875,10,autumn,13.2,7.5,0,124,NA,southampton
1875-11-01,1875,11,autumn,9.1,3.8,4,118.7,NA,southampton
1875-12-01,1875,12,winter,5.9,1.8,12,31,NA,southampton
1876-01-01,1876,1,winter,5.8,0.8,14,26.4,NA,southampton
1876-02-01,1876,2,winter,8.1,3.4,6,71.4,NA,southampton
1876-03-01,1876,3,spring,8.9,2.6,7,94.7,NA,southampton
1876-04-01,1876,4,spring,12.7,5.7,2,59.2,NA,southampton
1876-05-01,1876,5,spring,15.3,5.2,0,13.4,NA,southampton
1876-06-01,1876,6,summer,19.8,10.3,0,37.3,NA,southampton
1876-07-01,1876,7,summer,23.4,13.8,0,16.2,NA,southampton
1876-08-01,1876,8,summer,22.3,12.6,0,99.8,NA,southampton
1876-09-01,1876,9,autumn,17.2,10.8,0,117.2,NA,southampton
1876-10-01,1876,10,autumn,14.8,9.9,0,73.5,NA,southampton
1876-11-01,1876,11,autumn,10.4,4.3,6,105,NA,southampton
1876-12-01,1876,12,winter,9.3,5.1,5,202.4,NA,southampton
1877-01-01,1877,1,winter,9.9,4.1,1,157.7,NA,southampton
1877-02-01,1877,2,winter,9.8,5,2,42.4,NA,southampton
1877-03-01,1877,3,spring,8.6,2.2,9,58.6,NA,southampton
1877-04-01,1877,4,spring,11.9,5.5,0,73.5,NA,southampton
1877-05-01,1877,5,spring,13.9,6.1,2,60.5,NA,southampton
1877-06-01,1877,6,summer,21.6,11.7,0,20.8,NA,southampton
1877-07-01,1877,7,summer,20.2,11.7,0,82.1,NA,southampton
1877-08-01,1877,8,summer,20.5,12.9,0,77,NA,southampton
1877-09-01,1877,9,autumn,16.3,8.5,0,49.3,NA,southampton
1877-10-01,1877,10,autumn,14.4,6,2,61.5,NA,southampton
1877-11-01,1877,11,autumn,11.8,4.9,0,158.5,NA,southampton
1877-12-01,1877,12,winter,8.4,2.4,9,47.8,NA,southampton
1878-01-01,1878,1,winter,7.7,2.8,9,34.5,NA,southampton
1878-02-01,1878,2,winter,8.2,3.6,4,59.7,NA,southampton
1878-03-01,1878,3,spring,9.7,3.1,10,39.8,NA,southampton
1878-04-01,1878,4,spring,13.2,5.6,3,85.8,NA,southampton
1878-05-01,1878,5,spring,16.3,9.4,0,114,NA,southampton
1878-06-01,1878,6,summer,20.4,11.7,0,44,NA,southampton
1878-07-01,1878,7,summer,22.3,13.2,0,41.4,NA,southampton
1878-08-01,1878,8,summer,20.9,13.7,0,174.7,NA,southampton
1878-09-01,1878,9,autumn,18.1,9.8,0,37.5,NA,southampton
1878-10-01,1878,10,autumn,14.8,8.1,0,90.8,NA,southampton
1878-11-01,1878,11,autumn,7.1,2.3,2,63.2,NA,southampton
1878-12-01,1878,12,winter,4.1,-0.9,20,39.3,NA,southampton
1879-01-01,1879,1,winter,2.8,-1,23,109.5,NA,southampton
1879-02-01,1879,2,winter,6,2.2,7,105.6,NA,southampton
1879-03-01,1879,3,spring,8.8,2.5,6,12.4,NA,southampton
1879-04-01,1879,4,spring,10.1,3.2,2,76.7,NA,southampton
1879-05-01,1879,5,spring,13.7,5.8,0,71,NA,southampton
1879-06-01,1879,6,summer,16.6,10.8,0,133.4,NA,southampton
1879-07-01,1879,7,summer,18.1,11.5,0,105,NA,southampton
1879-08-01,1879,8,summer,19.2,12.4,0,163.1,NA,southampton
1879-09-01,1879,9,autumn,17.7,9.7,0,95.5,NA,southampton
1879-10-01,1879,10,autumn,13.6,6.7,2,20.9,NA,southampton
1879-11-01,1879,11,autumn,7,1.1,12,12.9,NA,southampton
1879-12-01,1879,12,winter,4,-2.3,24,19.1,NA,southampton
1880-01-01,1880,1,winter,3.5,-1.5,23,21.1,NA,southampton
1880-02-01,1880,2,winter,8.8,2.9,8,90,NA,southampton
1880-03-01,1880,3,spring,12.6,3.4,3,21.3,NA,southampton
1880-04-01,1880,4,spring,12.9,4.9,0,45.4,NA,southampton
1880-05-01,1880,5,spring,17.8,6.3,0,9.8,NA,southampton
1880-06-01,1880,6,summer,18.7,9.6,0,54.8,NA,southampton
1880-07-01,1880,7,summer,20.8,12,0,133.4,NA,southampton
1880-08-01,1880,8,summer,22.6,13.1,0,24,NA,southampton
1880-09-01,1880,9,autumn,19.9,11.6,0,147.2,NA,southampton
1880-10-01,1880,10,autumn,12.4,4.9,5,116.7,NA,southampton
1880-11-01,1880,11,autumn,9.6,3.4,9,63.9,NA,southampton
1880-12-01,1880,12,winter,9.6,3.9,5,107.2,NA,southampton
1881-01-01,1881,1,winter,3,-2.8,20,38.8,NA,southampton
1881-02-01,1881,2,winter,7,1.3,11,86,NA,southampton
1881-03-01,1881,3,spring,10.9,2.8,9,69.3,NA,southampton
1881-04-01,1881,4,spring,13.1,3.9,2,21.5,NA,southampton
1881-05-01,1881,5,spring,18.1,7.1,0,27.4,NA,southampton
1881-06-01,1881,6,summer,19.1,10.2,0,57.5,NA,southampton
1881-07-01,1881,7,summer,23.8,12.7,0,44,NA,southampton
1881-08-01,1881,8,summer,19.5,11.3,0,110.8,NA,southampton
1881-09-01,1881,9,autumn,18.3,9.8,0,48.7,NA,southampton
1881-10-01,1881,10,autumn,12.4,4.6,3,38.4,NA,southampton
1881-11-01,1881,11,autumn,12.8,7.1,0,129.6,NA,southampton
1881-12-01,1881,12,winter,8,2.6,7,75.8,NA,southampton
1882-01-01,1882,1,winter,7.6,2.7,7,45.3,NA,southampton
1882-02-01,1882,2,winter,9.7,3.7,5,48.1,NA,southampton
1882-03-01,1882,3,spring,12.7,4,3,15.1,NA,southampton
1882-04-01,1882,4,spring,14.4,5.8,0,91,NA,southampton
1882-05-01,1882,5,spring,17.4,7.9,0,47.2,NA,southampton
1882-06-01,1882,6,summer,18.3,10.2,0,77.9,NA,southampton
1882-07-01,1882,7,summer,19.6,12.2,0,72.3,NA,southampton
1882-08-01,1882,8,summer,20.6,11.8,0,54,NA,southampton
1882-09-01,1882,9,autumn,18,8.9,0,57.1,NA,southampton
1882-10-01,1882,10,autumn,14.4,7.5,0,173.5,NA,southampton
1882-11-01,1882,11,autumn,10.3,4.2,3,109.5,NA,southampton
1882-12-01,1882,12,winter,7.7,3,8,73.6,NA,southampton
1883-01-01,1883,1,winter,8.4,3.3,3,87.4,NA,southampton
1883-02-01,1883,2,winter,10.1,3.5,2,112.8,NA,southampton
1883-03-01,1883,3,spring,7.9,-1.1,23,23.1,NA,southampton
1883-04-01,1883,4,spring,14,3.8,3,26.4,NA,southampton
1883-05-01,1883,5,spring,16.4,7,1,65.1,NA,southampton
1883-06-01,1883,6,summer,19.9,10.3,0,34.8,NA,southampton
1883-07-01,1883,7,summer,19.5,11.7,0,79.9,NA,southampton
1883-08-01,1883,8,summer,21.5,12.4,0,28.6,NA,southampton
1883-09-01,1883,9,autumn,18.2,10.6,0,109.2,NA,southampton
1883-10-01,1883,10,autumn,14.5,7.4,0,70,NA,southampton
1883-11-01,1883,11,autumn,10.7,3.5,6,113.1,NA,southampton
1883-12-01,1883,12,winter,7.7,2.6,5,20.8,NA,southampton
1884-01-01,1884,1,winter,9.6,4.8,0,87.4,NA,southampton
1884-02-01,1884,2,winter,9.2,4,2,63.5,NA,southampton
1884-03-01,1884,3,spring,11.4,3.7,4,60.7,NA,southampton
1884-04-01,1884,4,spring,12.1,3.2,4,42.4,NA,southampton
1884-05-01,1884,5,spring,17.8,7.3,0,26.6,NA,southampton
1884-06-01,1884,6,summer,20.2,10.4,0,55.3,NA,southampton
1884-07-01,1884,7,summer,21.3,13.1,0,55.6,NA,southampton
1884-08-01,1884,8,summer,24.2,12.6,0,32.2,NA,southampton
1884-09-01,1884,9,autumn,19.9,11.8,0,51.3,NA,southampton
1884-10-01,1884,10,autumn,14.7,6.3,0,22.1,NA,southampton
1884-11-01,1884,11,autumn,9.4,3.2,5,39.2,NA,southampton
1884-12-01,1884,12,winter,8.1,3,5,94.3,NA,southampton
1885-01-01,1885,1,winter,5.9,1.5,9,72.1,NA,southampton
1885-02-01,1885,2,winter,10,4.4,3,86.7,NA,southampton
1885-03-01,1885,3,spring,9.8,1.5,8,53.7,NA,southampton
1885-04-01,1885,4,spring,13.9,4.3,3,40,NA,southampton
1885-05-01,1885,5,spring,14.4,5.8,0,98.3,NA,southampton
1885-06-01,1885,6,summer,20.4,10.4,0,39.8,NA,southampton
1885-07-01,1885,7,summer,23.4,11.9,0,7.3,NA,southampton
1885-08-01,1885,8,summer,20.9,10.5,0,17.1,NA,southampton
1885-09-01,1885,9,autumn,17.7,9.5,0,128.7,NA,southampton
1885-10-01,1885,10,autumn,12.4,5.2,0,100.1,NA,southampton
1885-11-01,1885,11,autumn,9.6,4.3,3,76.9,NA,southampton
1885-12-01,1885,12,winter,7,1.6,10,46.5,NA,southampton
1886-01-01,1886,1,winter,6,0.2,14,101.6,NA,southampton
1886-02-01,1886,2,winter,5.2,-0.4,15,17.8,NA,southampton
1886-03-01,1886,3,spring,8.1,1.6,16,65.4,NA,southampton
1886-04-01,1886,4,spring,13.8,4.8,0,68.3,NA,southampton
1886-05-01,1886,5,spring,16.1,7.4,1,97.9,NA,southampton
1886-06-01,1886,6,summer,20.4,10,0,16.7,NA,southampton
1886-07-01,1886,7,summer,22.5,12.4,0,62.5,NA,southampton
1886-08-01,1886,8,summer,22.3,12.5,0,33.5,NA,southampton
1886-09-01,1886,9,autumn,19.8,11.2,0,67.2,NA,southampton
1886-10-01,1886,10,autumn,15.7,9.2,0,135.5,NA,southampton
1886-11-01,1886,11,autumn,10.7,4.1,3,92.7,NA,southampton
1886-12-01,1886,12,winter,6.8,0.4,15,179.8,NA,southampton
1887-01-01,1887,1,winter,5.2,0.1,16,79,NA,southampton
1887-02-01,1887,2,winter,7.7,1,14,24,NA,southampton
1887-03-01,1887,3,spring,8.7,0.3,15,44,NA,southampton
1887-04-01,1887,4,spring,12.8,2.3,3,33.6,NA,southampton
1887-05-01,1887,5,spring,15.6,6.7,0,28.5,NA,southampton
1887-06-01,1887,6,summer,22.4,10.5,0,25,NA,southampton
1887-07-01,1887,7,summer,24.6,12.8,0,20.2,NA,southampton
1887-08-01,1887,8,summer,23.3,11.3,0,73.6,NA,southampton
1887-09-01,1887,9,autumn,17.6,8.8,0,72.6,NA,southampton
1887-10-01,1887,10,autumn,12.9,4.1,5,33.8,NA,southampton
1887-11-01,1887,11,autumn,8.4,2.8,5,104.9,NA,southampton
1887-12-01,1887,12,winter,6.8,1.1,14,52.1,NA,southampton
1888-01-01,1888,1,winter,6.2,0.7,17,29.5,NA,southampton
1888-02-01,1888,2,winter,5.2,-0.3,18,29.4,NA,southampton
1888-03-01,1888,3,spring,7.5,1,13,87.5,NA,southampton
1888-04-01,1888,4,spring,10.8,3.2,8,60.2,NA,southampton
1888-05-01,1888,5,spring,16.9,6.7,0,55.7,NA,southampton
1888-06-01,1888,6,summer,18.8,10.4,0,71.2,NA,southampton
1888-07-01,1888,7,summer,18.5,11.5,0,157.1,NA,southampton
1888-08-01,1888,8,summer,19.4,11.3,0,64.2,NA,southampton
1888-09-01,1888,9,autumn,18.9,9.6,0,27.4,NA,southampton
1888-10-01,1888,10,autumn,14.1,4.2,6,42.4,NA,southampton
1888-11-01,1888,11,autumn,11.6,6.8,0,130.2,NA,southampton
1888-12-01,1888,12,winter,9.2,3.5,7,54.1,NA,southampton
1889-01-01,1889,1,winter,6.5,1.1,11,20.7,NA,southampton
1889-02-01,1889,2,winter,7.5,0.8,17,48.4,NA,southampton
1889-03-01,1889,3,spring,10,1.8,11,68.3,NA,southampton
1889-04-01,1889,4,spring,12.6,4.6,0,53.2,NA,southampton
1889-05-01,1889,5,spring,18.3,9.9,0,69,NA,southampton
1889-06-01,1889,6,summer,22.1,11.8,0,10.5,NA,southampton
1889-07-01,1889,7,summer,21.1,12.4,0,67.9,NA,southampton
1889-08-01,1889,8,summer,20.6,11.3,0,54.1,NA,southampton
1889-09-01,1889,9,autumn,19.2,9.6,0,26.7,NA,southampton
1889-10-01,1889,10,autumn,14,6.4,0,136.3,NA,southampton
1889-11-01,1889,11,autumn,10.8,5.1,3,38.4,NA,southampton
1889-12-01,1889,12,winter,6.8,1.2,14,52,NA,southampton
1890-01-01,1890,1,winter,9.8,4.1,3,100.4,NA,southampton
1890-02-01,1890,2,winter,7,1.2,11,18.5,NA,southampton
1890-03-01,1890,3,spring,11.1,3,6,29.7,NA,southampton
1890-04-01,1890,4,spring,13.2,4.2,3,67.4,NA,southampton
1890-05-01,1890,5,spring,18.1,8.5,0,42.9,NA,southampton
1890-06-01,1890,6,summer,19.2,10.4,0,69.5,NA,southampton
1890-07-01,1890,7,summer,20.3,11.8,0,50.1,NA,southampton
1890-08-01,1890,8,summer,20.8,11.7,0,92.5,NA,southampton
1890-09-01,1890,9,autumn,20.6,10.9,0,34.2,NA,southampton
1890-10-01,1890,10,autumn,15.2,6.1,1,23.4,NA,southampton
1890-11-01,1890,11,autumn,10.6,3.4,8,49.3,NA,southampton
1890-12-01,1890,12,winter,1.8,-3.2,26,41.7,NA,southampton
1891-01-01,1891,1,winter,5.1,-1.2,19,78.8,NA,southampton
1891-02-01,1891,2,winter,9.9,0.2,16,0.8,NA,southampton
1891-03-01,1891,3,spring,8.7,1.4,10,68.3,NA,southampton
1891-04-01,1891,4,spring,12,3.3,1,25.5,NA,southampton
1891-05-01,1891,5,spring,16,6.4,1,63.7,NA,southampton
1891-06-01,1891,6,summer,21.6,11.3,0,45.8,NA,southampton
1891-07-01,1891,7,summer,20.9,11.8,0,62.4,NA,southampton
1891-08-01,1891,8,summer,19.7,11.6,0,139.4,NA,southampton
1891-09-01,1891,9,autumn,19.4,10.9,0,33.9,NA,southampton
1891-10-01,1891,10,autumn,14.7,7.5,1,249.3,NA,southampton
1891-11-01,1891,11,autumn,9.7,3.5,6,92.1,NA,southampton
1891-12-01,1891,12,winter,9.1,3.1,9,126.4,NA,southampton
1892-01-01,1892,1,winter,6.4,0.5,16,21.3,NA,southampton
1892-02-01,1892,2,winter,8.2,2,7,28.2,NA,southampton
1892-03-01,1892,3,spring,8.5,-0.2,18,27.8,NA,southampton
1892-04-01,1892,4,spring,16.2,3.3,6,18.7,NA,southampton
1892-05-01,1892,5,spring,18.3,7.4,1,20.9,NA,southampton
1892-06-01,1892,6,summer,19.7,9.6,0,36.2,NA,southampton
1892-07-01,1892,7,summer,20.9,11.4,0,60.7,NA,southampton
1892-08-01,1892,8,summer,21.6,12.4,0,89.9,NA,southampton
1892-09-01,1892,9,autumn,18.4,9.5,0,78.9,NA,southampton
1892-10-01,1892,10,autumn,12.6,4.5,3,113.8,NA,southampton
1892-11-01,1892,11,autumn,11.3,5.1,3,69.4,NA,southampton
1892-12-01,1892,12,winter,6.4,0.9,16,43.4,NA,southampton
1893-01-01,1893,1,winter,5.1,0,13,43.6,NA,southampton
1893-02-01,1893,2,winter,9.2,3.1,3,95,NA,southampton
1893-03-01,1893,3,spring,14.1,2.8,4,6.6,NA,southampton
1893-04-01,1893,4,spring,19.2,5.5,3,1.7,NA,southampton
1893-05-01,1893,5,spring,20.4,8.8,0,21.3,NA,southampton
1893-06-01,1893,6,summer,22.6,11.5,0,26,NA,southampton
1893-07-01,1893,7,summer,21.9,13.3,0,101.9,NA,southampton
1893-08-01,1893,8,summer,23.4,13.5,0,32.9,NA,southampton
1893-09-01,1893,9,autumn,20,9.6,0,42.4,NA,southampton
1893-10-01,1893,10,autumn,15.4,7.2,1,87.3,NA,southampton
1893-11-01,1893,11,autumn,9.1,2.6,8,59.9,NA,southampton
1893-12-01,1893,12,winter,8.4,1.5,6,78.8,NA,southampton
1894-01-01,1894,1,winter,7,1.7,9,103.6,NA,southampton
1894-02-01,1894,2,winter,9.6,2.8,7,56.8,NA,southampton
1894-03-01,1894,3,spring,12.9,3,5,47.7,NA,southampton
1894-04-01,1894,4,spring,15.8,6.8,0,44.3,NA,southampton
1894-05-01,1894,5,spring,15.9,6.2,0,31.7,NA,southampton
1894-06-01,1894,6,summer,19.4,10.9,0,52.2,NA,southampton
1894-07-01,1894,7,summer,20.6,12.8,0,132.7,NA,southampton
1894-08-01,1894,8,summer,20.4,12.3,0,50.6,NA,southampton
1894-09-01,1894,9,autumn,17.7,9.2,0,44.8,NA,southampton
1894-10-01,1894,10,autumn,14.5,7.5,0,132.7,NA,southampton
1894-11-01,1894,11,autumn,11.7,5.8,0,124.6,NA,southampton
1894-12-01,1894,12,winter,9,3.3,5,65.2,NA,southampton
1895-01-01,1895,1,winter,4.4,-1.2,21,89.6,70.8,southampton
1895-02-01,1895,2,winter,3.1,-4.5,25,3,109.4,southampton
1895-03-01,1895,3,spring,10.8,2.6,6,52,120.8,southampton
1895-04-01,1895,4,spring,13.8,5.5,1,66.7,132.3,southampton
1895-05-01,1895,5,spring,19.7,8.1,0,8,271.8,southampton
1895-06-01,1895,6,summer,22.5,10.3,0,49,234.4,southampton
1895-07-01,1895,7,summer,21.3,12.4,0,98,196.3,southampton
1895-08-01,1895,8,summer,21.6,12.6,0,68.4,235.4,southampton
1895-09-01,1895,9,autumn,23.6,11.5,0,7.2,243.1,southampton
1895-10-01,1895,10,autumn,13.4,4.6,7,78.6,109,southampton
1895-11-01,1895,11,autumn,12.4,6.4,0,135,52.5,southampton
1895-12-01,1895,12,winter,8.2,2.7,4,64.4,33.9,southampton
1896-01-01,1896,1,winter,7.7,2.8,8,28.1,35.3,southampton
1896-02-01,1896,2,winter,8.5,1.9,9,9.5,80.3,southampton
1896-03-01,1896,3,spring,12.1,5,2,90.2,107,southampton
1896-04-01,1896,4,spring,15.2,5.9,0,13.7,135.6,southampton
1896-05-01,1896,5,spring,20,7.6,0,8.5,267.8,southampton
1896-06-01,1896,6,summer,22.7,12,0,45.6,244.9,southampton
1896-07-01,1896,7,summer,23.6,12.8,0,17.5,242.9,southampton
1896-08-01,1896,8,summer,21.1,11.4,0,65.1,164.3,southampton
1896-09-01,1896,9,autumn,17.8,11,0,170.2,102.1,southampton
1896-10-01,1896,10,autumn,12.8,4.8,3,77.6,126.9,southampton
1896-11-01,1896,11,autumn,8.6,1.7,9,21.6,85,southampton
1896-12-01,1896,12,winter,7.6,2.2,9,121.2,36,southampton
1897-01-01,1897,1,winter,5.4,0.5,14,69.1,40.2,southampton
1897-02-01,1897,2,winter,10.1,4.8,2,95.9,36.8,southampton
1897-03-01,1897,3,spring,11.8,4.4,1,133.5,120.8,southampton
1897-04-01,1897,4,spring,12.9,5,1,53.4,155.4,southampton
1897-05-01,1897,5,spring,17.4,6.5,1,36.6,250,southampton
1897-06-01,1897,6,summer,21.6,12.1,0,50.8,198.7,southampton
1897-07-01,1897,7,summer,24.2,13,0,28.6,266.7,southampton
1897-08-01,1897,8,summer,21.9,13.2,0,111.8,227.7,southampton
1897-09-01,1897,9,autumn,18.4,9.6,0,67.9,155.4,southampton
1897-10-01,1897,10,autumn,16.2,8.1,0,21.6,141.3,southampton
1897-11-01,1897,11,autumn,11.6,5.3,2,32.9,52,southampton
1897-12-01,1897,12,winter,9.1,3.1,8,125.3,75,southampton
1898-01-01,1898,1,winter,9.5,5.1,2,14.1,22.7,southampton
1898-02-01,1898,2,winter,9.8,2.3,8,57.4,88.6,southampton
1898-03-01,1898,3,spring,9.5,1.5,9,17.3,95.3,southampton
1898-04-01,1898,4,spring,14,4.4,2,42.1,168.8,southampton
1898-05-01,1898,5,spring,15.8,8,0,113.8,155.6,southampton
1898-06-01,1898,6,summer,19.6,10.4,0,24.8,207.5,southampton
1898-07-01,1898,7,summer,23.3,11.9,0,14.8,241.2,southampton
1898-08-01,1898,8,summer,23,13,0,31.3,205.4,southampton
1898-09-01,1898,9,autumn,22.8,10.5,0,24.9,220,southampton
1898-10-01,1898,10,autumn,16.3,9.6,0,126.8,77.5,southampton
1898-11-01,1898,11,autumn,11.7,5,3,117.6,61.8,southampton
1898-12-01,1898,12,winter,11.1,5.5,1,91.9,48.1,southampton
1899-01-01,1899,1,winter,9.3,3.4,5,101.7,60.3,southampton
1899-02-01,1899,2,winter,10,3.2,7,79.6,105,southampton
1899-03-01,1899,3,spring,11.3,1,16,22.4,169.3,southampton
1899-04-01,1899,4,spring,13.2,5.5,0,73.7,135.9,southampton
1899-05-01,1899,5,spring,16.6,6.9,0,30,220.5,southampton
1899-06-01,1899,6,summer,23.1,11.1,0,34.9,293.2,southampton
1899-07-01,1899,7,summer,25,14,0,33.8,291,southampton
1899-08-01,1899,8,summer,25.7,14,0,14.6,293.9,southampton
1899-09-01,1899,9,autumn,20.3,10.6,0,80.5,182,southampton
1899-10-01,1899,10,autumn,15.8,6,1,55.6,147,southampton
1899-11-01,1899,11,autumn,12.5,6.3,1,134.7,62.9,southampton
1899-12-01,1899,12,winter,6.8,0.8,13,40.2,38.6,southampton
1900-01-01,1900,1,winter,8.4,2.7,4,94.8,49.4,southampton
1900-02-01,1900,2,winter,7.5,1.4,15,140.8,73,southampton
1900-03-01,1900,3,spring,8.5,1.4,7,29.9,80.6,southampton
1900-04-01,1900,4,spring,14.3,4.7,2,35.2,185.3,southampton
1900-05-01,1900,5,spring,16.4,7.4,0,42.4,196,southampton
1900-06-01,1900,6,summer,20.7,11.2,0,72.7,202.3,southampton
1900-07-01,1900,7,summer,24.6,14.2,0,27.3,280.1,southampton
1900-08-01,1900,8,summer,21.9,12.4,0,88.7,223.8,southampton
1900-09-01,1900,9,autumn,21.2,9.6,0,26.8,200.1,southampton
1900-10-01,1900,10,autumn,15.4,7.3,0,60.4,118.8,southampton
1900-11-01,1900,11,autumn,11.6,5.6,2,83.6,61,southampton
1900-12-01,1900,12,winter,10.8,5.7,1,99.6,25.8,southampton
1901-01-01,1901,1,winter,7.4,1.5,11,36.1,58.7,southampton
1901-02-01,1901,2,winter,5.9,0.1,15,41.8,61.9,southampton
1901-03-01,1901,3,spring,8.6,1.6,9,59.1,86.3,southampton
1901-04-01,1901,4,spring,14.4,5.1,0,71.2,213,southampton
1901-05-01,1901,5,spring,19.1,7,0,42.3,273.2,southampton
1901-06-01,1901,6,summer,20.8,10.5,0,27.8,239.1,southampton
1901-07-01,1901,7,summer,24.3,13.6,0,90.5,251.2,southampton
1901-08-01,1901,8,summer,22.6,12.5,0,74.6,242.9,southampton
1901-09-01,1901,9,autumn,19.5,11.4,0,57.7,146.2,southampton
1901-10-01,1901,10,autumn,15.5,7.3,2,73,107.8,southampton
1901-11-01,1901,11,autumn,9.6,2.4,11,15.1,82.6,southampton
1901-12-01,1901,12,winter,7.6,1.8,9,128.9,43.6,southampton
1902-01-01,1902,1,winter,8.4,3.1,8,27.1,52.9,southampton
1902-02-01,1902,2,winter,5.4,0.3,14,42.4,74,southampton
1902-03-01,1902,3,spring,12.2,4.3,3,62.2,107.1,southampton
1902-04-01,1902,4,spring,13.6,4.4,1,43.9,167,southampton
1902-05-01,1902,5,spring,15,5.9,0,73.2,170.1,southampton
1902-06-01,1902,6,summer,18.9,10.7,0,96.7,181.2,southampton
1902-07-01,1902,7,summer,22.2,11.6,0,44,228.5,southampton
1902-08-01,1902,8,summer,20.9,12.4,0,84.7,154.3,southampton
1902-09-01,1902,9,autumn,19.1,10.1,0,33.4,172.6,southampton
1902-10-01,1902,10,autumn,14.5,7.1,0,59.5,92.2,southampton
1902-11-01,1902,11,autumn,10.9,5.4,4,83.1,63.7,southampton
1902-12-01,1902,12,winter,8,3.1,7,47.3,43.3,southampton
1903-01-01,1903,1,winter,8,3.4,7,66.1,54.7,southampton
